이름,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WPA,소속팀,연도,포지션,연봉
최승준,0.8,76,231,199,31,53,5,0,19,115,42,0,0,28,3,1,66,5,0,1,0.266,0.364,0.578,0.942,0.401,124.5,0.52,SSG,2016,1B,6200.0
최준석,0.8,125,464,409,43,119,15,0,14,176,82,0,0,49,1,0,89,24,0,5,0.291,0.364,0.43,0.795,0.356,104.3,2.51,롯데,2017,DH,
오윤석,0.8,98,198,164,23,40,11,0,4,63,16,4,0,27,2,1,47,4,5,0,0.244,0.358,0.384,0.742,0.343,99.2,-1.6,롯데,2021,K2B,
최정원,0.8,72,238,212,40,60,4,2,0,68,8,10,7,18,4,0,40,0,4,0,0.283,0.35,0.321,0.671,0.322,88.4,-0.6,NC,2021,2B,
박헌도,0.8,108,267,218,31,54,13,0,8,91,42,0,2,37,7,0,52,6,3,2,0.248,0.371,0.417,0.789,0.357,102.5,-0.08,키움,2015,LF,
장성우,0.79,127,393,356,41,92,13,0,13,144,48,1,1,32,2,0,82,8,1,2,0.258,0.321,0.404,0.726,0.32,79.1,-1.09,,2018,C,
김민혁,0.79,38,97,88,11,25,2,0,5,42,16,0,0,7,2,0,25,6,0,0,0.284,0.351,0.477,0.828,0.377,142.7,0.11,두산,2022,1B,3200.0
김회성,0.79,83,268,225,36,47,10,2,16,109,35,2,4,28,10,0,58,4,3,2,0.209,0.321,0.484,0.805,0.345,93.5,-0.11,한화,2015,3B,5500.0
안재석,0.79,96,224,200,28,51,8,2,2,69,14,1,0,16,4,0,53,4,0,4,0.255,0.317,0.345,0.662,0.314,83.8,-1.02,두산,2021,SS,5800.0
조동찬,0.79,90,282,247,32,68,11,1,10,111,36,0,1,26,3,0,64,7,3,3,0.275,0.348,0.449,0.797,0.354,95.6,0.62,삼성,2016,3B,40000.0
김규민,0.79,104,336,298,47,88,9,2,3,110,40,8,4,27,6,0,89,3,1,4,0.295,0.361,0.369,0.73,0.333,90.1,1.73,키움,2018,LF,
문선재,0.79,52,127,111,28,32,3,2,7,60,16,5,0,10,0,0,29,1,5,1,0.288,0.344,0.541,0.885,0.367,112.2,0.01,LG,2016,CF,8000.0
김호령,0.78,124,514,453,72,121,18,3,8,169,41,19,10,36,10,0,104,7,13,2,0.267,0.333,0.373,0.706,0.32,73.2,-0.89,KIA,2016,CF,9500.0
유강남,0.78,100,297,263,28,70,7,0,8,101,47,0,0,17,7,0,48,6,4,6,0.266,0.321,0.384,0.705,0.317,76.5,1.1,LG,2016,C,10000.0
김재현,0.78,100,193,168,27,54,5,5,1,72,18,13,7,11,5,0,41,1,8,1,0.321,0.378,0.429,0.807,0.356,100.7,-0.16,SSG,2016,LF,7000.0
김웅빈,0.78,97,278,231,23,55,13,1,5,85,34,1,1,34,9,2,73,2,2,2,0.238,0.355,0.368,0.723,0.341,101.6,0.26,키움,2021,3B,7000.0
김성현,0.77,135,462,415,51,115,19,1,4,148,55,6,2,29,9,0,42,19,6,3,0.277,0.336,0.357,0.692,0.312,75.6,-0.24,SSG,2018,2B,
최재훈,0.77,128,341,298,36,78,17,0,1,98,27,8,0,20,15,0,61,8,6,2,0.262,0.337,0.329,0.666,0.305,71.1,-0.34,한화,2018,C,
이성곤,0.77,62,208,174,17,46,12,2,1,65,24,1,3,29,3,0,53,4,1,1,0.264,0.377,0.374,0.75,0.359,113.7,-0.88,삼성,2021,한1B,
손주인,0.76,115,334,294,48,82,13,0,5,110,33,4,0,20,5,0,41,10,9,6,0.279,0.329,0.374,0.703,0.31,77.3,-0.87,LG,2017,2B,
김민식,0.76,104,266,222,30,49,9,1,2,66,28,0,0,32,2,1,45,4,7,3,0.221,0.321,0.297,0.618,0.288,73.4,-0.99,,2022,SC,
김재유,0.76,87,192,174,27,50,8,0,1,61,18,7,0,10,4,0,36,1,4,0,0.287,0.34,0.351,0.691,0.325,87.4,0.46,롯데,2021,CF,6000.0
호잉,0.76,68,294,259,32,62,11,1,11,108,52,5,2,26,4,2,52,2,0,5,0.239,0.313,0.417,0.73,0.332,93.5,-0.01,,2021,RF,
신종길,0.76,75,240,213,34,66,8,3,1,83,12,7,4,20,6,0,49,1,1,0,0.31,0.385,0.39,0.775,0.364,102.0,0.25,KIA,2016,RF,9800.0
한나한,0.76,32,126,107,17,35,9,0,4,56,22,0,0,12,3,0,31,4,1,3,0.327,0.4,0.523,0.923,0.403,143.3,0.84,LG,2015,DH,
정근우,0.75,88,305,277,37,77,10,1,3,98,30,8,5,20,4,1,43,11,3,1,0.278,0.334,0.354,0.688,0.32,94.3,-0.5,한화,2019,CF,
최주환,0.75,87,325,285,27,79,13,0,4,104,47,0,0,28,1,0,35,10,0,11,0.277,0.332,0.365,0.697,0.323,95.2,-0.87,두산,2019,2B,27000.0
김웅빈,0.75,73,235,207,25,57,13,0,8,94,31,1,0,17,3,1,65,6,5,3,0.275,0.335,0.454,0.789,0.344,104.1,0.14,키움,2020,1B,3700.0
맥스웰,0.75,23,99,80,14,23,3,1,4,40,16,2,2,15,3,0,25,0,0,1,0.288,0.414,0.5,0.914,0.411,134.0,0.71,롯데,2016,CF,
윤석민,0.74,132,509,460,58,127,22,0,19,206,60,4,1,40,4,2,69,17,2,3,0.276,0.337,0.448,0.785,0.34,92.2,0.31,KIA,2018,1B,20000.0
강로한,0.74,104,306,288,38,69,15,6,4,108,25,7,1,13,3,0,107,3,1,1,0.24,0.279,0.375,0.654,0.298,77.1,-0.08,롯데,2019,2B,5300.0
임훈,0.74,88,296,252,44,70,12,1,1,87,24,3,2,26,9,0,44,5,7,2,0.278,0.363,0.345,0.709,0.328,87.6,0.29,SSG,2015,LCF,
김문호,0.74,93,325,288,35,88,13,0,4,113,31,8,5,25,4,0,45,11,6,2,0.306,0.367,0.392,0.759,0.345,98.5,-0.85,롯데,2015,LF,7000.0
김문호,0.73,131,448,390,49,114,17,1,2,139,35,9,4,37,13,4,73,5,7,1,0.292,0.372,0.356,0.728,0.333,89.6,0.35,롯데,2017,LF,15000.0
심우준,0.73,103,303,286,38,82,15,2,4,113,26,18,5,8,4,0,58,4,4,1,0.287,0.314,0.395,0.71,0.314,74.8,-0.41,kt,2017,3B,6300.0
류지혁,0.73,90,134,118,34,34,5,0,3,48,9,3,2,10,3,0,28,0,2,1,0.288,0.356,0.407,0.763,0.346,94.0,0.02,두산,2016,SS,5700.0
김인환,0.73,113,429,398,48,104,14,0,16,166,54,2,0,24,3,2,111,4,0,4,0.261,0.305,0.417,0.722,0.327,100.3,-1.43,한화,2022,1B,3200.0
김주원,0.73,69,189,166,20,40,7,1,5,64,16,6,2,17,2,0,57,5,2,2,0.241,0.316,0.386,0.701,0.324,87.8,-0.58,NC,2021,SS,6000.0
정훈,0.73,121,439,370,48,97,18,2,2,125,46,7,7,43,16,0,75,12,8,2,0.262,0.362,0.338,0.7,0.331,82.5,1.07,롯데,2016,2B,15000.0
김도영,0.72,103,254,224,37,53,11,4,3,81,19,13,3,22,3,0,62,3,4,1,0.237,0.312,0.362,0.674,0.309,88.1,-0.53,KIA,2022,3B,3000.0
이창진,0.72,22,99,88,19,29,8,1,0,39,7,0,1,10,1,0,17,2,0,0,0.33,0.404,0.443,0.847,0.392,130.7,0.16,KIA,2020,CF,8500.0
이상호,0.72,95,241,227,33,76,8,0,0,84,15,12,2,7,2,0,15,7,5,0,0.335,0.36,0.37,0.73,0.331,90.2,-0.47,NC,2017,2B,7500.0
배영섭,0.71,93,381,323,53,86,17,0,4,115,22,5,8,51,5,0,42,10,1,1,0.266,0.374,0.356,0.73,0.348,92.5,-0.59,삼성,2016,RF,15000.0
김주찬,0.71,100,363,337,35,101,16,0,3,126,32,3,1,17,5,3,44,6,1,3,0.3,0.34,0.374,0.714,0.33,97.0,-0.46,두산,2019,1B,40000.0
전병우,0.71,119,402,359,46,85,13,3,8,128,48,7,0,37,2,0,100,7,2,2,0.237,0.31,0.357,0.667,0.307,77.8,0.2,키움,2020,3B,2900.0
백용환,0.7,65,177,154,22,36,6,0,10,72,30,3,1,19,1,0,47,5,0,3,0.234,0.316,0.468,0.784,0.34,92.3,1.0,KIA,2015,C,6000.0
전민수,0.7,74,240,213,31,65,14,1,3,90,29,5,2,19,4,0,46,4,4,0,0.305,0.373,0.423,0.795,0.361,100.2,0.8,kt,2016,RF,5000.0
최준석,0.7,116,396,325,49,85,10,0,19,152,70,0,0,64,3,2,102,14,0,4,0.262,0.384,0.468,0.852,0.381,113.9,1.26,롯데,2016,DH,40000.0
정성훈,0.7,88,205,183,22,54,11,0,4,77,28,0,1,16,5,1,49,5,0,1,0.295,0.366,0.421,0.787,0.351,102.7,-0.32,,2018,1B,
페레즈,0.69,59,252,225,26,60,15,1,5,92,33,4,5,17,4,0,52,4,0,6,0.267,0.321,0.409,0.73,0.337,98.6,-0.5,한화,2021,1B,
고영민,0.68,41,77,67,13,22,1,0,3,32,11,4,2,6,3,0,22,4,0,1,0.328,0.403,0.478,0.88,0.397,138.8,-0.6,두산,2015,1B,0.0
오정복,0.67,96,344,306,45,93,11,2,5,123,36,1,0,28,0,1,32,5,6,4,0.304,0.358,0.402,0.76,0.343,88.3,0.23,kt,2016,LF,7000.0
류지혁,0.67,128,280,228,52,61,7,0,1,71,29,7,2,29,10,0,43,3,11,2,0.268,0.372,0.311,0.683,0.314,77.7,1.15,두산,2018,SS,
정진호,0.67,97,224,198,43,56,11,2,5,86,31,1,1,19,1,1,32,2,4,2,0.283,0.346,0.434,0.78,0.339,98.2,0.67,두산,2017,RF,8500.0
서건창,0.66,37,160,141,28,48,12,0,0,60,15,2,0,12,3,0,19,1,2,2,0.34,0.399,0.426,0.824,0.369,112.0,1.21,키움,2018,DH,
김태군,0.66,132,420,362,33,96,19,0,3,124,34,0,1,16,22,0,43,11,18,2,0.265,0.333,0.343,0.676,0.301,69.6,-1.47,NC,2017,C,
황진수,0.65,60,133,117,18,34,6,2,1,47,16,4,0,10,3,0,38,2,2,1,0.291,0.359,0.402,0.761,0.341,94.5,-0.5,롯데,2017,3B,6200.0
김성욱,0.65,116,333,287,38,66,16,1,9,111,36,6,4,29,3,1,69,4,9,5,0.23,0.303,0.387,0.689,0.306,80.5,-0.28,NC,2019,CF,
김태진,0.64,99,414,381,43,105,12,5,1,130,36,8,5,23,0,1,64,7,6,4,0.276,0.314,0.341,0.655,0.305,76.0,-0.62,KIA,2021,3B,10000.0
스몰린스키,0.64,55,228,205,32,47,14,1,9,90,42,3,1,16,5,0,31,7,0,2,0.229,0.298,0.439,0.737,0.332,98.5,0.78,NC,2019,RF,
김민식,0.64,88,170,144,17,37,9,0,2,52,14,1,1,21,2,0,38,2,3,0,0.257,0.359,0.361,0.72,0.335,85.2,-0.05,SSG,2016,C,
추재현,0.64,95,300,262,37,66,15,0,5,96,26,4,3,26,7,0,57,3,5,0,0.252,0.336,0.366,0.702,0.329,90.1,-0.53,롯데,2021,CF,6400.0
김형준,0.63,44,82,72,12,22,1,0,3,32,11,0,0,10,0,0,21,1,0,0,0.306,0.39,0.444,0.835,0.384,124.9,-0.17,NC,2020,C,
김태군,0.63,102,276,232,23,51,7,0,7,79,24,0,1,21,11,0,30,4,9,3,0.22,0.311,0.341,0.651,0.301,72.8,-0.39,NC,2021,C,
최정민,0.63,88,177,155,29,51,4,1,0,57,11,8,4,8,7,0,48,1,6,1,0.329,0.386,0.368,0.754,0.347,94.3,0.16,SSG,2016,2B,
유한준,0.63,119,428,386,48,108,17,0,11,158,64,0,0,40,0,2,51,9,1,1,0.28,0.347,0.409,0.756,0.345,99.2,0.83,kt,2020,DH,50000.0
이호준,0.63,77,187,164,13,49,10,0,7,80,36,1,0,18,1,2,41,2,1,3,0.299,0.366,0.488,0.853,0.367,113.3,0.99,NC,2017,DH,
류지혁,0.63,25,51,42,13,16,3,0,1,22,5,1,1,1,5,0,6,3,1,2,0.381,0.44,0.524,0.964,0.425,155.7,0.19,두산,2020,K3B,
김민하,0.63,54,141,116,18,28,6,0,1,37,8,4,2,18,4,0,40,4,3,0,0.241,0.362,0.319,0.681,0.322,84.2,0.09,롯데,2015,CF,4000.0
김재율,0.62,75,198,181,21,55,9,0,6,82,28,0,1,10,2,0,35,8,4,1,0.304,0.345,0.453,0.798,0.347,103.8,-0.1,LG,2017,1B,6800.0
최항,0.62,47,155,132,21,35,3,0,2,44,15,1,0,21,1,1,27,3,0,1,0.265,0.368,0.333,0.701,0.334,92.9,-0.09,SSG,2020,2B,
김민식,0.62,100,301,250,30,55,8,0,3,72,26,0,0,41,4,1,49,2,3,3,0.22,0.336,0.288,0.624,0.305,75.7,-0.34,KIA,2021,C,9500.0
지시완,0.61,99,224,207,22,57,7,0,7,85,29,1,0,12,2,0,55,6,2,1,0.275,0.32,0.411,0.73,0.319,78.7,2.43,한화,2018,C,
장진혁,0.61,113,349,315,42,80,16,5,1,109,24,13,5,26,5,0,74,4,2,1,0.254,0.32,0.346,0.666,0.312,88.2,-0.72,한화,2019,CF,3800.0
양성우,0.6,118,417,358,42,99,26,1,2,133,40,4,4,38,12,0,51,8,7,2,0.277,0.363,0.372,0.735,0.335,91.4,-0.16,한화,2017,RF,10000.0
이흥련,0.6,90,146,127,15,30,3,0,3,42,14,0,0,12,5,0,31,4,2,0,0.236,0.326,0.331,0.657,0.314,80.7,-0.02,SSG,2021,C,
박재상,0.6,108,292,250,34,62,12,2,7,99,37,4,5,32,3,0,53,4,6,1,0.248,0.339,0.396,0.735,0.329,89.2,0.37,SSG,2015,LF,20000.0
신본기,0.6,121,413,375,43,96,9,0,1,108,26,3,3,24,8,1,62,9,5,1,0.256,0.314,0.288,0.602,0.286,68.5,-1.68,롯데,2019,SS,12500.0
정현석,0.6,43,133,116,20,36,6,0,1,45,12,0,0,13,2,1,24,3,2,0,0.31,0.389,0.388,0.777,0.356,100.7,-0.12,한화,2015,RF,9500.0
박정권,0.59,118,345,305,37,78,14,1,16,142,51,1,1,30,5,0,78,4,0,5,0.256,0.328,0.466,0.793,0.344,96.3,0.28,SSG,2017,1B,40000.0
가르시아,0.59,39,156,136,21,28,6,1,4,48,19,4,1,19,1,0,40,4,0,0,0.206,0.308,0.353,0.661,0.31,93.1,-0.91,LG,2022,2B,
한승택,0.59,82,239,203,17,44,7,0,3,60,16,0,0,28,3,0,61,6,5,0,0.217,0.321,0.296,0.616,0.297,70.2,-1.16,KIA,2021,C,8500.0
오선진,0.59,122,453,392,37,88,16,0,3,113,36,7,2,38,10,0,72,8,10,3,0.224,0.307,0.288,0.595,0.281,66.7,-1.28,한화,2019,SS,10500.0
임병욱,0.59,104,265,233,43,58,11,1,8,95,24,17,6,25,1,0,82,2,6,0,0.249,0.324,0.408,0.732,0.325,75.5,-0.37,키움,2016,CF,6500.0
박한이,0.59,114,392,342,47,97,16,0,10,143,43,5,3,43,0,2,91,9,6,1,0.284,0.363,0.418,0.781,0.342,95.6,0.35,삼성,2018,DH,25000.0
김태완,0.59,46,100,90,14,28,5,0,4,45,7,0,0,9,1,0,24,2,0,0,0.311,0.38,0.5,0.88,0.388,128.4,-0.26,키움,2017,DH,6000.0
나지완,0.59,116,368,304,34,77,16,0,7,114,31,3,1,46,16,3,79,10,0,2,0.253,0.378,0.375,0.753,0.351,99.2,-0.71,KIA,2015,LF,20000.0
이성열,0.58,101,268,232,35,58,10,2,9,99,36,1,1,20,9,1,87,5,5,2,0.25,0.331,0.427,0.758,0.332,84.2,1.12,키움,2015,한LF,
이천웅,0.58,89,359,312,44,80,11,2,3,104,36,8,5,35,4,0,44,7,2,6,0.256,0.333,0.333,0.667,0.313,81.7,-0.87,LG,2020,CF,28000.0
김성욱,0.58,124,347,308,60,76,18,4,6,120,31,10,4,24,9,1,59,4,1,5,0.247,0.315,0.39,0.705,0.313,79.0,-1.13,NC,2017,CF,10500.0
라모스,0.58,51,205,185,14,45,7,1,8,78,25,0,0,18,2,0,43,2,0,0,0.243,0.317,0.422,0.739,0.341,107.1,-0.15,LG,2021,1B,
오태곤,0.58,135,410,374,53,106,29,1,9,164,42,15,9,16,6,0,93,7,8,6,0.283,0.318,0.439,0.757,0.326,82.9,0.32,롯데,2017,k1B,
서동욱,0.58,125,366,319,49,90,21,1,7,134,48,1,1,33,3,0,86,5,8,3,0.282,0.352,0.42,0.772,0.339,93.9,1.08,KIA,2017,1B,18500.0
유재신,0.57,46,40,33,19,14,3,1,1,22,8,4,0,7,0,0,10,0,0,0,0.424,0.525,0.667,1.192,0.512,208.2,0.38,,2018,LF,
알몬테,0.57,60,249,224,18,61,9,0,7,91,36,1,0,22,1,0,49,9,0,2,0.272,0.337,0.406,0.744,0.347,102.5,-0.46,,2021,LF,
노수광,0.57,117,445,388,69,97,16,1,2,121,28,27,10,46,2,0,68,1,9,0,0.25,0.333,0.312,0.644,0.304,80.9,0.92,SSG,2019,LF,21000.0
임병욱,0.57,117,419,379,39,92,17,5,0,119,41,10,2,23,11,0,110,6,6,0,0.243,0.305,0.314,0.619,0.29,69.1,0.33,키움,2019,CF,8800.0
김상호,0.57,114,415,366,39,106,20,0,7,147,56,3,1,38,4,2,84,10,2,5,0.29,0.358,0.402,0.76,0.347,92.6,-0.92,롯데,2016,1B,6000.0
장승현,0.57,92,211,177,18,41,10,0,2,57,27,0,0,19,8,0,50,2,6,1,0.232,0.332,0.322,0.654,0.31,82.3,-0.4,두산,2021,C,7800.0
나주환,0.57,24,65,57,13,22,2,0,5,39,12,0,4,2,3,0,6,4,3,0,0.386,0.436,0.684,1.12,0.462,164.4,0.28,SSG,2016,1B,15000.0
정훈,0.56,68,136,109,16,27,8,2,1,42,6,3,1,18,5,0,28,4,3,1,0.248,0.376,0.385,0.761,0.344,96.8,-0.69,롯데,2017,2B,10000.0
김동엽,0.56,57,150,143,19,48,8,0,6,74,23,2,1,5,1,0,41,3,0,1,0.336,0.36,0.517,0.878,0.388,118.6,0.24,SSG,2016,DH,4700.0
김상수,0.56,72,260,235,30,59,11,0,2,76,29,2,1,18,1,0,44,6,4,2,0.251,0.305,0.323,0.628,0.291,75.2,-0.79,삼성,2022,SS,25000.0
최원준,0.56,72,174,156,27,48,15,0,3,72,27,3,2,10,2,0,20,2,3,3,0.308,0.351,0.462,0.812,0.352,102.8,0.33,KIA,2017,3B,7500.0
강한울,0.56,34,122,105,13,32,3,0,1,38,10,1,0,11,0,0,24,3,5,1,0.305,0.368,0.362,0.729,0.33,91.1,0.45,삼성,2020,SS,12000.0
강태율,0.55,14,18,11,2,5,0,0,2,11,2,0,0,7,0,0,2,1,0,0,0.455,0.667,1.0,1.667,0.661,305.7,0.03,롯데,2020,C,2700.0
국해성,0.55,58,174,151,28,42,11,0,4,65,24,1,1,21,1,0,36,1,0,1,0.278,0.368,0.43,0.798,0.365,107.0,0.4,두산,2016,RF,5000.0
유민상,0.55,95,254,213,30,60,12,1,4,86,37,1,1,25,9,0,39,8,3,4,0.282,0.375,0.404,0.778,0.357,97.6,0.44,kt,2016,1B,4500.0
김헌곤,0.54,123,404,356,51,94,13,2,9,138,47,11,2,29,8,0,45,11,8,3,0.264,0.331,0.388,0.718,0.318,80.4,-0.51,삼성,2017,LF,8500.0
이흥련,0.54,85,174,150,20,39,11,0,6,68,25,0,0,8,5,0,41,4,9,2,0.26,0.315,0.453,0.769,0.322,75.0,-0.59,삼성,2016,C,
최용제,0.54,79,119,104,7,29,3,0,0,32,15,0,0,11,2,0,21,0,1,1,0.279,0.356,0.308,0.664,0.324,89.2,0.5,두산,2021,C,6500.0
오선진,0.53,100,306,268,30,74,8,0,3,91,24,2,2,18,3,0,51,5,16,1,0.276,0.328,0.34,0.667,0.299,79.9,-0.72,삼성,2022,3B,
허정협,0.53,83,266,228,35,54,9,0,9,90,39,1,2,24,12,1,73,2,1,1,0.237,0.34,0.395,0.734,0.331,89.8,0.0,키움,2017,RF,4500.0
조용호,0.53,87,211,188,15,55,6,3,0,67,19,3,4,21,0,0,28,0,2,0,0.293,0.364,0.356,0.72,0.339,103.2,0.17,kt,2019,RF,7000.0
김태진,0.53,123,399,374,44,103,14,5,5,142,46,12,4,16,1,0,67,3,5,3,0.275,0.305,0.38,0.684,0.311,83.6,-1.28,NC,2019,LF,9000.0
장영석,0.53,119,413,372,41,92,15,0,7,128,62,0,0,27,9,0,77,14,0,5,0.247,0.31,0.344,0.654,0.307,83.4,0.11,키움,2019,3B,
박승욱,0.53,51,79,65,11,20,3,0,0,23,9,4,1,10,2,0,16,1,2,0,0.308,0.416,0.354,0.769,0.356,105.0,0.05,SSG,2018,SS,
박준영,0.53,75,240,208,27,45,8,1,4,67,19,7,2,27,1,0,54,6,3,1,0.216,0.308,0.322,0.63,0.295,78.9,-1.16,NC,2022,3B,
김태군,0.53,80,131,113,16,33,6,0,1,42,18,0,0,6,4,0,14,3,7,1,0.292,0.347,0.372,0.719,0.318,82.6,0.29,NC,2020,C,20000.0
나주환,0.52,64,222,204,21,57,5,0,6,80,26,0,0,12,1,0,44,6,4,1,0.279,0.321,0.392,0.713,0.32,83.4,-0.47,KIA,2020,3B,10000.0
최주환,0.52,97,333,298,36,63,14,2,9,108,41,0,0,29,4,2,55,5,0,2,0.211,0.288,0.362,0.651,0.298,79.1,-0.42,SSG,2022,2B,
오재원,0.52,127,390,334,43,79,16,1,7,118,40,7,7,47,2,1,85,5,4,3,0.237,0.332,0.353,0.685,0.311,79.1,0.56,두산,2017,2B,55000.0
백용환,0.52,51,106,91,12,20,4,0,5,39,10,0,0,14,0,0,29,2,1,0,0.22,0.324,0.429,0.752,0.336,93.9,-0.1,KIA,2020,C,4000.0
한승택,0.52,83,262,226,22,51,6,0,9,84,29,0,0,21,6,0,58,7,9,0,0.226,0.308,0.372,0.68,0.303,72.1,-0.17,KIA,2020,C,8000.0
베탄코트,0.51,53,224,203,23,50,8,0,8,82,29,1,1,18,1,0,51,1,0,2,0.246,0.308,0.404,0.712,0.326,93.5,-1.58,NC,2019,RF,
류지혁,0.51,118,316,276,36,69,6,2,0,79,34,18,5,24,7,0,40,6,6,3,0.25,0.323,0.286,0.609,0.289,69.9,0.14,두산,2019,SS,10500.0
최영진,0.51,58,118,101,15,30,3,0,1,36,11,2,3,13,2,0,16,3,1,1,0.297,0.385,0.356,0.741,0.351,104.3,-0.7,삼성,2020,3B,8000.0
김성현,0.5,144,472,426,45,105,16,2,1,128,34,6,2,33,2,0,43,15,8,3,0.246,0.302,0.3,0.602,0.282,66.1,-1.99,SSG,2019,SS,21000.0
김대한,0.5,51,110,96,13,23,6,1,4,43,11,2,1,5,6,0,27,0,2,1,0.24,0.315,0.448,0.763,0.339,115.5,-0.09,두산,2022,RF,2700.0
김성현,0.5,133,392,343,34,93,9,1,2,110,25,1,1,30,5,0,27,10,11,3,0.271,0.336,0.321,0.657,0.304,74.0,-1.33,SSG,2020,SS,
박재상,0.49,94,288,255,37,76,14,1,6,110,35,3,6,27,0,0,37,9,4,2,0.298,0.363,0.431,0.794,0.357,98.9,0.31,SSG,2016,LF,
안중열,0.49,60,176,154,19,38,11,0,4,61,18,0,0,12,3,0,56,4,7,0,0.247,0.314,0.396,0.71,0.302,68.4,-0.41,롯데,2018,C,5100.0
권희동,0.49,82,280,238,30,53,5,1,5,75,22,2,1,31,8,1,44,3,2,1,0.223,0.331,0.315,0.646,0.307,87.4,0.39,NC,2022,CF,11000.0
오정복,0.49,66,278,239,34,62,11,1,5,90,29,3,3,33,3,0,26,3,2,1,0.259,0.355,0.377,0.732,0.337,90.4,1.9,kt,2015,LF,8000.0
김재환,0.48,48,180,153,24,36,8,0,7,65,22,4,1,22,2,1,39,6,1,2,0.235,0.335,0.425,0.76,0.336,100.9,0.59,두산,2015,1B,5000.0
이유찬,0.48,101,108,89,30,23,2,1,0,27,6,13,4,14,2,0,25,2,2,1,0.258,0.368,0.303,0.671,0.322,86.2,-0.12,두산,2020,3B,
유민상,0.48,126,455,390,38,96,23,0,8,143,65,0,0,53,6,1,80,13,2,4,0.246,0.342,0.367,0.709,0.329,89.3,0.98,KIA,2020,1B,10500.0
이진영,0.48,110,312,283,40,90,17,1,3,118,39,2,1,25,0,1,35,3,1,3,0.318,0.37,0.417,0.787,0.351,98.4,1.46,,2018,DH,
황대인,0.48,63,138,116,14,32,4,0,4,48,16,0,0,21,0,0,29,5,0,1,0.276,0.384,0.414,0.798,0.37,115.8,0.51,KIA,2020,1B,3000.0
문규현,0.48,122,349,316,42,87,19,1,6,126,41,3,1,18,0,0,45,9,9,6,0.275,0.309,0.399,0.708,0.302,68.4,-1.41,롯데,2018,SS,18000.0
박진만,0.48,78,162,133,12,33,5,0,2,44,14,0,2,23,4,1,21,3,2,0,0.248,0.375,0.331,0.706,0.333,92.5,0.12,SSG,2015,3B,
김성현,0.48,130,429,380,45,103,14,0,4,129,29,2,1,34,4,1,28,8,7,3,0.271,0.335,0.339,0.674,0.306,72.6,-1.13,SSG,2017,2B,25000.0
지시완,0.48,75,199,174,16,37,7,0,3,53,17,0,0,20,2,1,55,7,2,1,0.213,0.3,0.305,0.604,0.283,68.3,-0.31,롯데,2022,C,6000.0
김태균,0.47,73,271,254,25,80,11,0,10,121,34,0,1,13,4,1,56,7,0,0,0.315,0.358,0.476,0.834,0.364,108.2,1.53,한화,2018,DH,
정진호,0.47,111,299,269,53,81,12,1,2,101,37,8,1,19,1,0,44,8,9,1,0.301,0.348,0.375,0.724,0.319,81.3,-0.84,두산,2018,RF,
서상우,0.47,56,137,111,18,28,5,0,4,45,12,1,0,25,1,1,37,1,0,0,0.252,0.394,0.405,0.8,0.372,112.9,0.41,LG,2016,DH,5500.0
이원재,0.47,77,150,138,12,42,10,0,5,67,19,0,2,10,0,0,33,3,0,2,0.304,0.347,0.486,0.832,0.359,107.4,-0.17,NC,2018,LF,
김원석,0.47,78,212,195,29,54,12,2,7,91,26,0,0,10,5,0,59,3,2,0,0.277,0.329,0.467,0.795,0.345,97.2,1.11,한화,2017,RF,
윤요섭,0.46,66,149,126,14,30,6,0,6,54,16,1,1,20,3,1,24,7,0,0,0.238,0.356,0.429,0.784,0.355,96.0,0.17,kt,2016,C,
윤정우,0.46,46,82,67,20,20,5,0,2,31,13,6,1,5,7,0,15,2,2,1,0.299,0.4,0.463,0.863,0.385,115.4,0.05,KIA,2016,RF,
윌리엄슨,0.46,40,168,154,19,42,7,1,4,63,15,0,1,13,0,0,50,2,0,1,0.273,0.327,0.409,0.737,0.339,101.9,-0.42,삼성,2019,RF,
이해창,0.46,70,135,119,11,32,5,0,3,46,17,0,2,9,4,0,23,6,1,2,0.269,0.336,0.387,0.722,0.33,92.7,-0.29,한화,2020,C,5500.0
송민섭,0.46,122,64,47,39,11,0,0,0,11,7,15,1,12,0,0,21,0,5,0,0.234,0.39,0.234,0.624,0.303,73.1,0.35,kt,2021,RF,8100.0
김선민,0.45,23,38,35,2,15,2,0,0,17,3,1,0,2,0,0,6,0,0,1,0.429,0.447,0.486,0.933,0.425,147.3,0.17,kt,2015,SS,3200.0
이우성,0.44,80,137,120,23,35,7,0,1,45,12,1,3,12,1,0,20,5,4,0,0.292,0.361,0.375,0.736,0.337,106.9,-1.03,KIA,2022,LF,4100.0
전병우,0.44,114,260,213,35,40,8,0,6,66,31,3,1,33,9,0,82,0,4,1,0.188,0.32,0.31,0.63,0.304,78.4,-0.2,키움,2021,3B,7000.0
김상수,0.44,122,499,453,63,119,13,1,10,164,50,12,9,27,8,0,91,11,8,3,0.263,0.314,0.362,0.676,0.299,67.1,-1.49,삼성,2018,SS,
박준영,0.43,111,315,273,37,57,7,2,8,92,31,4,3,27,10,0,92,9,3,2,0.209,0.301,0.337,0.638,0.302,73.0,-2.04,NC,2021,3B,7000.0
