이름,WAR,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WPA,소속팀,연도,연봉
금민철,-0.12,3,0,0,0,0,0,0,0,2.1,4,4,15,6,1,0,0,1,0,2,2,0,0,15.43,5.7,3.0,31.1,82.3,-0.13,,2020,
홍건희,-0.12,38,0,0,7,2,5,1,0,82.0,63,55,383,84,10,2,18,57,4,4,86,0,8,6.04,6.46,1.72,81.7,76.9,-1.63,KIA,2015,4500.0
유원상,-0.12,11,0,0,0,1,1,0,1,13.0,10,9,60,15,2,0,0,6,0,0,13,0,3,6.23,2.72,1.62,72.1,164.4,-0.08,,2021,
김종훈,-0.12,1,0,0,0,0,0,0,0,1.0,4,4,9,4,1,0,1,2,0,0,2,0,1,36.0,18.74,6.0,13.8,26.7,-0.01,KIA,2017,0.0
서의태,-0.12,1,0,0,0,0,0,0,0,0.2,4,4,6,1,0,0,0,2,0,1,1,0,1,54.0,14.33,4.5,9.5,36.2,-0.0,키움,2018,2700.0
김태형,-0.12,2,0,0,0,0,0,0,0,1.0,3,3,6,0,0,0,0,2,0,1,1,0,0,27.0,10.33,2.0,16.0,42.6,0.01,LG,2021,3200.0
박지훈,-0.12,18,0,0,0,1,1,0,4,14.0,12,11,66,16,1,1,1,9,0,1,10,0,1,7.07,5.38,1.79,70.3,92.5,-0.18,KIA,2017,4200.0
조근종,-0.12,1,0,0,0,0,0,0,0,2.0,5,5,13,6,1,0,1,1,0,0,5,0,0,22.5,6.74,3.5,22.5,74.4,-0.02,kt,2017,2900.0
김기훈,-0.12,19,0,0,16,3,6,0,0,79.1,55,49,368,64,15,2,11,65,0,9,49,0,5,5.56,6.77,1.63,75.4,61.6,-1.45,KIA,2019,3500.0
고봉재,-0.12,1,0,0,0,0,0,0,0,1.1,4,4,8,5,0,0,1,0,0,0,0,0,0,27.0,13.08,3.75,16.0,31.3,0.0,두산,2021,
최성영,-0.12,7,0,0,0,0,0,0,0,11.1,12,12,57,17,3,0,4,7,0,2,8,0,1,9.53,9.29,2.12,52.0,54.2,-0.22,NC,2017,2900.0
장진용,-0.12,11,0,0,9,1,3,0,0,32.1,26,23,150,43,7,2,5,7,0,5,20,0,0,6.4,5.5,1.55,73.3,83.8,-0.73,LG,2015,5000.0
김민우,-0.12,23,0,0,20,5,9,0,0,99.1,79,72,468,133,28,1,19,41,0,8,73,1,5,6.52,6.33,1.75,81.2,84.5,-1.78,한화,2018,
오현택,-0.12,20,0,0,0,0,1,0,1,16.1,13,12,87,28,7,0,2,8,2,1,8,0,0,6.61,5.23,2.2,68.7,85.2,-0.8,롯데,2021,
김건태,-0.12,13,0,0,1,0,2,0,1,15.1,14,12,79,20,5,0,2,10,0,3,11,0,4,7.04,6.42,1.96,70.7,77.3,-0.53,키움,2015,
김찬호,-0.12,5,0,0,0,0,0,0,0,5.1,7,7,32,10,5,0,0,5,0,1,6,0,1,11.81,4.86,2.81,42.6,102.3,-0.02,SSG,2017,
박주홍,-0.12,2,0,0,1,1,1,0,0,3.0,4,4,18,2,0,0,0,9,0,0,3,0,1,12.0,10.33,3.67,36.5,43.4,-0.22,한화,2021,
김기태,-0.12,1,0,0,0,0,0,0,0,1.2,5,5,10,4,0,0,3,0,0,1,2,0,0,27.0,26.63,2.4,19.6,20.3,-0.01,삼성,2018,
이용호,-0.12,2,0,0,0,0,0,0,0,0.1,3,3,5,2,2,0,0,2,0,0,0,0,0,81.0,21.62,12.0,5.8,22.3,-0.0,두산,2015,2700.0
박진태,-0.12,38,0,0,2,0,1,3,2,57.2,45,42,270,76,12,1,5,19,3,10,24,0,0,6.55,5.38,1.65,75.8,92.5,-0.37,KIA,2017,
김건우,-0.12,2,0,0,1,0,0,0,0,3.0,3,3,17,5,1,0,1,4,0,0,1,0,0,9.0,11.01,3.0,46.2,38.1,-0.2,SSG,2022,
임현준,-0.13,2,0,0,0,0,0,0,0,1.0,4,4,8,4,0,0,1,0,0,1,0,0,0,36.0,19.79,4.0,14.6,26.5,-0.01,삼성,2016,3200.0
김현우,-0.13,8,0,0,0,0,0,0,0,10.2,13,11,52,15,3,1,4,3,0,2,11,0,2,9.28,7.95,1.69,54.7,64.1,-0.07,삼성,2017,
박관진,-0.13,1,0,0,0,0,1,0,0,0.1,1,1,3,1,0,0,0,1,0,0,1,0,0,27.0,6.56,6.0,17.5,71.3,-0.36,키움,2020,2700.0
김상수,-0.13,8,0,0,0,0,0,1,0,8.0,8,8,37,9,2,1,2,4,0,1,3,0,0,9.0,7.71,1.63,46.2,54.5,0.06,SSG,2022,
김경태,-0.13,3,0,0,0,0,0,0,0,2.2,5,5,17,4,0,0,2,5,0,0,2,0,2,16.88,17.71,3.38,31.4,30.4,-0.04,한화,2018,
김수완,-0.13,9,0,0,2,0,0,0,0,15.1,15,15,80,22,6,1,4,9,0,3,13,0,0,8.8,7.66,2.02,53.2,59.3,-0.21,두산,2015,
최지광,-0.13,11,0,0,6,0,2,0,0,25.0,20,18,123,28,6,0,2,22,0,1,23,0,2,6.48,5.7,2.0,78.3,87.8,-0.82,삼성,2017,3100.0
정용운,-0.13,12,0,0,3,0,1,0,0,21.2,21,19,113,31,3,3,1,20,1,0,12,1,3,7.89,5.92,2.35,65.6,87.8,-0.44,KIA,2016,3100.0
나원탁,-0.13,7,0,0,0,0,0,0,0,6.0,7,6,34,9,1,0,1,5,0,2,8,0,0,9.0,6.34,2.33,46.2,64.2,-0.02,롯데,2022,3100.0
장웅정,-0.13,4,0,0,0,0,0,0,0,7.1,8,8,38,15,4,0,4,2,0,0,4,0,1,9.82,10.15,2.32,44.6,43.9,-0.09,한화,2021,
김진영,-0.13,4,0,0,2,0,0,0,0,11.1,10,10,49,13,0,0,1,4,0,0,9,0,0,7.94,4.45,1.5,66.7,119.4,-0.19,한화,2018,
하준영,-0.13,15,0,0,0,0,0,0,0,14.2,15,15,67,16,0,0,3,8,0,1,12,0,3,9.2,6.7,1.64,55.8,76.9,0.06,,2018,
김택형,-0.13,14,0,0,0,1,2,0,2,11.2,10,10,52,9,0,0,1,10,0,0,11,0,2,7.71,5.63,1.63,68.2,92.7,-0.2,SSG,2018,
김태형,-0.13,1,0,0,0,0,0,0,0,1.0,4,4,8,2,1,0,0,4,0,0,0,0,1,36.0,15.83,6.0,14.0,32.4,-0.01,LG,2018,2900.0
김시현,-0.13,4,0,0,0,0,0,0,0,5.0,7,7,29,10,1,0,2,2,0,2,5,0,0,12.6,9.43,2.4,42.1,56.4,0.03,삼성,2018,
최동환,-0.13,17,0,0,0,0,0,0,0,20.2,19,19,101,32,5,0,7,6,1,2,21,0,2,8.27,7.0,1.84,56.7,63.4,-0.15,LG,2015,3500.0
김명성,-0.13,17,0,0,0,1,0,0,0,17.1,15,15,89,27,5,0,2,11,0,1,10,0,4,7.79,6.04,2.19,60.2,77.5,-0.3,두산,2015,0.0
강지광,-0.13,1,0,0,0,0,0,0,0,1.0,4,4,10,3,0,0,0,4,0,0,1,0,0,36.0,13.33,7.0,12.5,33.5,-0.0,SSG,2021,
엄상백,-0.13,52,0,0,6,1,5,1,8,73.1,61,55,345,93,23,2,8,40,1,4,57,0,5,6.75,5.42,1.81,77.4,96.5,-0.8,kt,2016,5300.0
이교훈,-0.13,5,0,0,0,0,0,0,0,4.1,6,5,24,6,2,0,1,4,0,0,3,0,1,10.38,7.94,2.31,44.6,57.6,-0.05,두산,2020,2700.0
박시영,-0.13,47,0,0,3,2,3,0,5,57.0,45,41,261,60,9,1,14,32,2,1,52,0,4,6.47,6.74,1.61,77.8,75.1,-2.03,롯데,2017,6300.0
이용준,-0.13,2,0,0,0,0,0,0,0,1.2,4,4,12,3,0,0,0,4,0,0,1,0,2,21.6,9.33,4.2,21.0,48.4,-0.02,NC,2021,3000.0
남지민,-0.13,3,0,0,3,0,1,0,0,7.1,6,6,41,9,2,0,1,7,0,3,3,0,0,7.36,8.38,2.18,59.5,53.2,-0.24,한화,2021,3300.0
김원중,-0.13,3,0,0,2,0,1,0,0,7.2,8,8,37,7,1,0,2,8,0,0,5,0,1,9.39,9.01,1.96,55.6,58.2,-0.34,롯데,2016,3000.0
이준영,-0.14,13,0,0,1,0,2,0,1,17.2,17,17,87,22,3,2,4,11,0,0,7,0,1,8.66,7.81,1.87,59.8,66.5,-0.66,KIA,2016,
김지용,-0.14,4,0,0,0,0,0,0,0,3.2,6,6,18,5,1,0,1,2,0,0,4,0,0,14.73,6.56,1.91,31.4,68.6,0.01,LG,2020,11000.0
최성영,-0.14,14,0,0,13,2,4,0,0,60.2,45,41,278,67,14,0,13,35,0,3,27,0,2,6.08,7.33,1.68,80.3,66.3,-2.09,NC,2020,
한승주,-0.14,1,0,0,1,0,0,0,0,1.2,3,3,10,3,0,0,1,2,0,0,2,0,0,16.2,12.56,3.0,29.2,38.2,-0.22,한화,2020,2700.0
고효준,-0.14,43,0,0,0,2,3,0,7,32.1,27,25,153,33,8,1,3,23,0,0,39,0,5,6.96,4.76,1.73,75.0,110.1,-0.59,롯데,2018,9000.0
이승관,-0.14,7,0,0,0,0,0,0,0,5.1,6,6,28,8,1,0,0,4,0,1,3,0,0,10.13,5.03,2.25,40.0,81.1,0.0,한화,2022,
차재용,-0.14,2,0,0,0,0,0,0,0,2.2,6,6,14,3,0,0,1,4,0,0,0,0,3,20.25,13.17,2.63,25.8,39.9,-0.03,롯데,2016,2800.0
이채호,-0.14,3,0,0,0,0,0,0,0,5.0,7,4,27,8,0,0,2,3,0,0,3,0,1,7.2,9.13,2.2,62.3,50.2,-0.01,SSG,2021,
강경학,-0.14,1,0,0,0,0,0,0,0,0.2,4,4,8,3,1,0,0,2,0,1,0,0,0,54.0,16.83,7.5,8.1,26.6,0.0,한화,2021,
김동준,-0.14,22,0,0,5,1,1,0,0,50.1,41,36,237,56,10,2,7,30,0,3,32,0,4,6.44,6.12,1.71,77.3,81.3,-0.81,키움,2015,3000.0
송정인,-0.14,1,0,0,0,0,0,0,0,2.0,5,5,13,4,2,0,0,3,0,0,0,0,0,22.5,7.84,3.5,17.8,51.6,-0.0,키움,2022,3000.0
더모디,-0.14,8,0,0,8,3,5,0,0,39.2,27,20,179,42,8,0,3,13,0,7,37,0,1,4.54,3.97,1.39,89.8,103.3,-0.81,NC,2022,
김지용,-0.14,4,0,0,0,0,0,0,0,3.2,6,6,18,5,1,0,1,2,0,0,4,0,0,14.73,6.56,1.91,31.4,68.6,0.01,LG,2020,3000.0
김세현,-0.14,5,0,0,0,0,0,0,0,4.1,5,5,28,9,2,0,0,7,1,0,5,1,0,10.38,5.18,3.69,43.2,86.9,-0.05,SSG,2021,
박신지,-0.14,2,0,0,0,0,0,0,0,3.0,6,6,18,9,3,1,0,1,0,0,3,0,1,18.0,2.56,3.33,25.7,186.1,-0.0,두산,2020,
정성종,-0.14,12,0,0,0,0,0,0,0,12.0,12,11,65,19,1,0,2,8,0,1,4,0,2,8.25,7.08,2.25,55.1,63.1,-0.1,롯데,2021,4100.0
이재학,-0.14,26,0,0,17,3,8,0,0,91.0,56,48,406,75,14,2,5,54,0,8,72,1,6,4.75,4.51,1.42,85.8,90.9,-0.27,NC,2022,18000.0
안현준,-0.14,1,0,0,0,0,0,0,0,0.1,4,4,5,2,0,0,0,2,0,0,0,0,1,108.0,21.56,12.0,4.4,22.0,-0.0,kt,2020,3200.0
배힘찬,-0.15,7,0,0,0,0,1,0,0,6.2,7,5,37,10,3,0,1,6,1,0,1,0,3,6.75,7.52,2.4,73.7,66.6,-0.43,키움,2015,
김택형,-0.15,26,0,0,0,2,1,0,2,23.1,16,15,115,20,4,0,1,24,0,2,27,0,6,5.79,4.99,1.89,73.6,84.6,-0.43,SSG,2019,3700.0
김동우,-0.15,5,0,0,0,0,0,0,0,5.0,7,6,30,10,0,0,1,5,0,0,3,0,2,10.8,7.73,3.0,42.1,57.8,-0.02,롯데,2021,3100.0
조현근,-0.15,3,0,0,0,0,0,0,0,5.1,8,8,31,12,4,0,2,3,0,1,5,0,0,13.5,9.04,2.81,39.1,57.9,-0.03,삼성,2016,
정인욱,-0.15,12,0,0,2,0,2,0,0,21.2,17,17,106,24,9,0,1,15,0,2,15,0,3,7.06,4.97,1.8,61.5,85.1,-0.19,삼성,2019,5000.0
배재환,-0.15,3,0,0,1,0,1,0,0,8.0,8,8,41,13,1,0,4,6,0,0,4,0,0,9.0,11.49,2.38,55.1,44.0,-0.31,NC,2017,3000.0
심수창,-0.15,39,0,0,6,4,6,5,3,73.1,56,49,340,99,14,0,9,29,4,3,76,0,14,6.01,4.28,1.75,83.8,114.9,-1.25,롯데,2015,
최하늘,-0.15,14,0,0,5,1,4,0,1,33.2,23,23,156,42,5,0,5,15,0,2,18,1,0,6.15,5.71,1.69,67.9,72.6,-0.32,삼성,2022,3000.0
김태훈,-0.15,21,0,0,6,2,2,0,3,41.1,34,30,205,61,12,2,8,19,1,3,34,0,4,6.53,6.13,1.94,77.1,83.0,-1.12,SSG,2017,4000.0
김사율,-0.15,19,0,0,5,3,3,0,2,34.2,30,28,165,51,11,1,7,8,0,1,28,0,0,7.27,5.52,1.7,69.7,90.3,-0.97,kt,2017,0.0
하영민,-0.15,41,0,0,0,5,3,0,2,39.1,27,15,178,35,8,2,4,21,0,0,23,0,2,3.43,5.09,1.42,116.5,77.6,-0.53,키움,2022,4000.0
정태승,-0.15,1,0,0,0,0,0,0,0,1.2,4,4,11,4,1,0,1,2,0,0,1,0,0,21.6,13.76,3.6,22.6,35.0,-0.11,롯데,2020,
허준혁,-0.15,3,0,0,0,0,0,0,0,1.2,5,4,12,6,2,0,0,0,0,0,0,0,0,21.6,3.62,3.6,23.3,135.2,0.0,롯데,2015,0.0
박세진,-0.15,1,0,0,0,0,0,0,0,0.1,4,4,5,2,0,0,0,1,0,1,0,0,0,108.0,21.56,9.0,4.4,21.7,-0.01,,2020,
송창식,-0.16,1,0,0,0,0,0,0,0,0.1,2,2,4,3,1,0,0,0,0,0,1,0,0,54.0,-2.6,9.0,7.7,-164.4,-0.26,한화,2019,20000.0
이상영,-0.16,3,0,0,0,0,0,0,0,2.2,5,5,16,9,2,0,1,0,0,1,1,0,0,16.88,8.65,3.38,24.3,45.6,-0.01,LG,2019,3000.0
최지강,-0.16,2,0,0,0,0,0,0,0,1.2,4,4,11,6,1,0,0,2,0,0,2,0,1,21.6,4.54,4.8,18.4,90.4,-0.06,두산,2022,0.0
허준혁,-0.16,6,0,0,0,0,0,0,0,4.2,6,5,27,11,1,1,3,2,0,0,4,0,0,9.64,11.27,2.79,41.2,33.4,-0.04,LG,2022,3000.0
윤성환,-0.16,5,1,0,5,0,2,0,0,18.2,14,12,84,19,4,2,0,11,0,3,4,0,0,5.79,5.38,1.61,84.8,89.1,-0.39,삼성,2020,
김강률,-0.16,30,0,0,0,2,2,0,0,28.0,22,11,141,36,6,2,1,20,0,4,28,0,0,3.54,4.59,2.0,131.0,102.1,-0.3,두산,2020,15000.0
이충호,-0.16,1,0,0,0,0,0,0,0,1.0,5,5,10,6,3,0,1,1,0,0,0,0,1,45.0,19.4,7.0,9.2,21.3,0.0,한화,2019,
임규빈,-0.16,5,0,0,0,0,0,0,0,8.2,10,10,43,13,6,0,3,4,0,0,6,0,0,10.38,7.83,1.96,42.7,53.9,0.0,키움,2021,
윤강민,-0.16,1,0,0,0,0,0,0,0,0.2,5,5,8,4,1,0,0,1,0,1,1,0,0,67.5,9.56,7.5,7.1,51.3,-0.01,SSG,2020,
양창섭,-0.16,9,0,0,0,1,1,0,1,15.0,11,11,73,21,5,0,3,8,0,0,13,0,1,6.6,5.8,1.93,68.4,78.7,-0.4,삼성,2021,4700.0
최민준,-0.16,2,0,0,0,0,0,0,0,5.0,9,8,28,11,1,0,5,0,0,0,3,0,0,14.4,15.63,2.2,36.5,34.7,0.01,SSG,2018,
최동환,-0.16,8,0,0,0,0,0,0,0,5.2,6,6,28,6,1,0,0,4,0,2,2,0,0,9.53,5.8,1.77,45.3,76.1,0.0,LG,2021,6000.0
전상현,-0.16,8,0,0,1,0,2,0,1,13.1,13,12,67,19,3,1,3,8,0,0,11,0,0,8.1,6.87,2.03,63.9,75.9,-0.7,KIA,2016,
이건욱,-0.16,2,0,0,0,0,0,0,0,1.1,5,5,11,4,2,0,1,3,0,0,1,0,0,33.75,18.74,5.25,14.9,27.3,-0.02,SSG,2017,
차명진,-0.16,4,0,0,3,0,1,0,0,10.2,9,9,57,12,3,0,1,13,0,1,6,0,0,7.59,7.36,2.34,58.6,60.5,-0.41,,2021,
류희운,-0.16,7,0,0,0,0,1,0,0,8.1,10,10,41,14,4,0,1,4,0,0,7,0,1,10.8,4.88,2.16,44.5,97.6,-0.4,kt,2020,3500.0
조승수,-0.17,7,0,0,0,0,0,0,0,8.1,10,10,46,13,1,0,2,4,0,4,2,0,1,10.8,9.31,2.04,47.3,53.3,-0.16,두산,2016,0.0
신정락,-0.17,16,0,0,0,0,1,0,0,12.0,12,12,57,15,3,1,2,7,0,2,14,0,2,9.0,5.64,1.83,52.5,84.9,-0.23,한화,2020,12000.0
이상동,-0.17,6,0,0,0,0,1,0,1,6.1,6,6,29,7,0,0,0,3,0,0,5,0,1,8.53,3.18,1.58,52.7,140.4,-0.28,,2021,
양승철,-0.17,15,0,0,1,0,0,0,0,28.2,26,25,144,41,9,0,4,24,0,3,13,0,3,7.85,7.29,2.27,61.2,65.7,-0.27,KIA,2020,3200.0
차명진,-0.17,1,0,0,0,0,0,0,0,0.1,5,5,6,3,0,0,0,0,0,2,0,0,0,135.0,21.56,9.0,3.6,22.2,-0.01,KIA,2020,3300.0
김유영,-0.17,26,0,0,0,1,0,0,0,18.2,16,15,92,21,4,0,1,14,0,2,17,0,2,7.23,4.78,1.88,62.8,93.4,-0.11,롯데,2021,4800.0
장재영,-0.17,14,0,0,0,0,0,0,0,14.0,12,12,70,23,4,0,2,7,0,1,19,0,1,7.71,4.2,2.14,51.8,92.0,-0.12,키움,2022,3100.0
이영준,-0.17,2,0,0,0,0,0,0,0,2.0,5,5,15,6,3,0,0,3,0,0,2,0,0,22.5,6.33,4.5,22.9,82.2,-0.1,키움,2018,
김민기,-0.17,1,0,0,0,0,0,0,0,0.2,5,5,8,6,2,0,1,1,0,0,0,0,0,67.5,27.34,10.5,6.2,14.6,-0.0,롯데,2022,
신재영,-0.17,4,0,0,0,0,0,0,0,4.1,6,6,21,9,2,0,2,0,0,0,4,0,1,12.46,7.49,2.08,33.4,57.4,-0.04,SSG,2022,
김도현,-0.17,17,0,0,15,2,7,0,0,64.2,50,49,312,75,13,0,9,44,0,4,41,0,4,6.82,6.32,1.84,69.3,75.8,-1.19,한화,2020,
윤지웅,-0.17,59,0,0,0,4,2,0,11,44.0,33,32,196,48,5,1,4,18,2,4,37,0,1,6.55,4.66,1.5,77.7,107.6,0.03,LG,2016,9500.0
이충호,-0.17,5,0,0,0,1,0,0,0,4.2,5,5,27,7,1,0,1,5,0,1,4,0,1,9.64,8.27,2.57,42.0,49.3,-0.16,한화,2022,3200.0
박재민,-0.17,5,0,0,0,0,0,0,0,2.2,5,5,13,3,1,0,1,2,0,0,2,0,0,16.88,8.96,1.88,26.9,49.9,-0.03,롯데,2021,
박주성,-0.17,4,0,0,0,0,0,0,0,4.0,6,6,25,7,1,0,1,6,0,0,1,0,1,13.5,10.65,3.25,30.7,38.4,0.0,키움,2019,2700.0
손주영,-0.17,4,0,0,3,0,2,0,0,11.2,11,11,62,13,3,0,0,14,0,2,7,0,1,8.49,6.75,2.31,59.4,76.2,-0.33,LG,2018,
강동연,-0.18,6,0,0,0,0,0,0,0,8.2,10,10,44,16,5,1,2,3,0,1,3,0,1,10.38,7.03,2.19,39.2,58.6,-0.04,NC,2022,
최동환,-0.18,18,0,0,0,1,0,0,0,23.0,17,17,107,25,7,0,4,11,0,2,13,0,1,6.65,6.23,1.57,61.7,64.6,-0.3,LG,2019,7000.0
김용주,-0.18,1,0,0,1,0,0,0,0,2.0,4,4,13,5,0,0,1,2,0,0,2,0,0,18.0,11.33,3.5,29.4,45.8,-0.35,kt,2018,3100.0
김유신,-0.18,10,0,0,0,1,0,0,0,14.2,11,10,70,9,4,0,3,16,0,0,9,0,0,6.14,8.04,1.71,66.4,51.0,0.02,KIA,2022,3700.0
오원석,-0.18,8,0,0,1,0,1,0,0,9.2,10,6,50,12,1,0,1,6,0,1,9,1,1,5.59,5.21,1.86,86.3,93.5,-0.21,SSG,2020,
이우석,-0.18,6,0,0,0,0,0,0,1,5.1,6,6,26,7,2,0,0,5,0,0,4,0,0,10.13,4.72,2.25,41.6,89.4,-0.2,NC,2019,
민성기,-0.18,7,0,0,0,0,0,0,0,5.1,7,7,29,12,2,0,1,1,0,0,6,0,0,11.81,4.15,2.44,35.7,102.4,-0.04,NC,2019,
김기탁,-0.18,5,0,0,0,0,0,0,0,7.0,10,7,40,13,4,0,1,5,0,0,3,0,0,9.0,6.7,2.57,52.5,71.6,-0.03,한화,2020,2700.0
김동주,-0.18,10,0,0,0,0,0,0,0,16.2,14,14,85,23,1,0,5,9,0,0,13,0,2,7.56,7.3,1.92,52.6,52.8,0.06,두산,2022,3000.0
김태현,-0.18,6,0,0,0,0,0,0,0,5.1,8,7,32,5,0,0,0,7,0,4,3,0,3,11.81,8.4,2.25,38.4,53.2,-0.04,NC,2021,3000.0
이종민,-0.18,2,0,0,0,0,0,0,0,2.1,6,6,17,4,0,0,1,7,0,0,3,0,0,23.14,15.33,4.71,19.2,28.0,-0.01,키움,2021,3000.0
최지광,-0.18,6,0,0,0,0,0,0,0,8.2,12,11,45,11,4,0,0,7,0,0,7,1,1,11.42,4.64,2.08,46.4,110.8,-0.04,삼성,2018,
유원상,-0.18,15,0,0,1,0,3,1,0,20.2,15,12,93,21,5,1,2,9,0,1,14,0,1,5.23,4.76,1.45,80.6,88.7,-0.55,NC,2019,
김찬호,-0.19,3,0,0,0,0,0,0,0,2.0,6,6,14,5,0,0,1,4,0,0,1,0,0,27.0,15.06,4.5,17.9,32.5,-0.02,SSG,2020,
윤강민,-0.19,2,0,0,0,0,0,0,0,1.0,5,5,8,2,0,0,0,3,0,1,1,0,0,45.0,13.62,5.0,10.6,36.1,-0.04,NC,2015,
김병현,-0.19,23,0,0,8,0,5,0,2,49.0,38,38,232,67,12,0,7,18,1,11,38,1,0,6.98,5.64,1.74,70.7,87.9,-1.6,KIA,2015,15000.0
강지광,-0.19,4,0,0,0,0,0,0,0,3.0,7,7,21,8,2,0,1,4,0,0,3,0,0,21.0,10.17,4.0,25.0,52.0,-0.05,SSG,2018,
한승혁,-0.19,7,0,0,0,0,0,0,0,4.0,6,6,25,6,1,0,1,5,0,1,5,0,2,13.5,8.58,2.75,33.7,52.1,-0.21,롯데,2021,
양선률,-0.19,1,0,0,1,0,1,0,0,1.0,3,3,10,3,0,0,0,3,0,1,1,0,1,27.0,13.33,6.0,16.6,33.8,-0.28,SSG,2021,
김건태,-0.19,5,0,0,0,1,0,0,0,6.0,8,8,32,13,2,0,1,2,0,0,5,0,0,12.0,5.24,2.5,41.4,93.0,-0.37,키움,2017,
마정길,-0.19,7,0,0,0,0,0,0,0,10.1,12,12,51,14,4,1,3,4,0,1,7,0,0,10.45,7.61,1.74,47.6,63.6,-0.31,키움,2017,
조영건,-0.19,20,0,0,10,3,3,0,0,44.1,30,26,207,47,7,1,8,28,1,3,23,1,0,5.28,6.89,1.69,89.4,67.2,-1.02,키움,2020,2700.0
김진호,-0.19,1,0,0,1,0,1,0,0,1.0,3,3,7,2,0,0,0,3,0,0,1,0,1,27.0,10.33,5.0,16.8,43.8,-0.23,NC,2021,3000.0
장민재,-0.19,24,0,0,10,2,7,0,0,57.1,44,43,267,86,19,2,5,13,0,2,32,0,1,6.75,4.36,1.73,70.0,109.8,-2.07,한화,2020,11000.0
이상화,-0.19,16,0,0,0,0,0,0,0,32.2,32,29,160,55,15,0,7,10,0,0,24,0,1,7.99,6.03,1.99,65.4,86.5,-0.27,kt,2016,4500.0
이민우,-0.19,32,0,0,6,2,6,1,2,61.1,42,37,283,74,11,2,4,26,1,4,56,0,3,5.43,3.84,1.63,77.2,109.2,-0.72,KIA,2019,4300.0
유승철,-0.19,3,0,0,0,0,0,0,0,4.0,5,5,20,4,0,0,2,2,0,2,5,0,0,11.25,10.4,1.5,37.3,40.0,-0.19,,2019,
이정현,-0.19,2,0,0,1,0,1,0,0,8.2,9,9,38,12,3,0,3,5,0,0,1,0,0,9.35,9.33,1.96,48.1,47.3,-0.33,kt,2021,3500.0
장민재,-0.2,4,0,0,0,0,0,0,0,4.0,8,8,25,9,1,1,1,7,1,0,3,0,2,18.0,9.87,4.0,27.7,49.7,-0.02,한화,2015,3700.0
김창훈,-0.2,6,0,0,0,0,0,0,0,8.0,10,10,41,13,4,0,1,6,0,0,6,0,0,11.25,5.71,2.38,40.4,78.2,0.1,롯데,2021,3100.0
윤강민,-0.2,5,0,0,1,0,1,0,0,7.2,8,7,42,12,1,0,1,6,0,2,5,0,0,8.22,6.93,2.35,51.3,61.0,-0.21,NC,2019,
정재훈,-0.2,10,0,0,0,0,0,0,0,6.1,8,5,40,16,2,0,1,6,0,0,5,0,0,7.11,6.93,3.47,70.9,71.1,-0.37,롯데,2015,
윤형배,-0.2,3,0,0,0,0,0,0,0,3.2,7,7,22,8,1,0,1,3,0,0,2,0,0,17.18,8.31,3.0,24.1,50.0,-0.0,한화,2019,
이상규,-0.2,28,0,0,0,2,3,4,1,31.0,23,23,152,45,10,1,4,21,0,1,18,0,2,6.68,6.2,2.13,69.3,74.5,-0.98,LG,2020,2900.0
심수창,-0.2,3,0,0,0,0,0,0,0,2.1,4,4,13,7,0,0,2,0,0,0,2,0,0,15.43,13.26,3.0,34.3,41.2,-0.46,한화,2018,
이정민,-0.2,34,0,0,0,1,4,1,5,44.2,34,29,212,59,10,0,4,31,2,2,36,0,7,5.84,5.25,2.02,86.3,93.3,-0.77,롯데,2015,6500.0
김선기,-0.2,26,0,0,2,3,1,1,4,36.2,24,21,167,39,9,0,1,19,1,2,30,0,1,5.15,3.69,1.58,77.6,108.2,-0.02,키움,2022,6300.0
박주홍,-0.2,22,0,0,0,1,1,0,0,18.2,18,18,94,26,2,0,4,10,0,2,18,1,0,8.68,6.62,1.93,61.1,81.0,-0.28,한화,2018,
박치국,-0.2,21,0,0,3,1,1,0,0,32.0,25,24,149,37,7,1,3,14,0,6,23,0,2,6.75,5.39,1.59,71.3,89.8,-0.88,두산,2017,3400.0
박정수,-0.2,3,0,0,0,0,0,0,0,5.0,7,7,27,10,2,0,0,4,0,1,2,0,0,12.6,5.6,2.8,33.3,74.8,-0.09,KIA,2019,3000.0
전용주,-0.2,4,0,0,0,0,0,0,0,3.0,6,5,21,6,1,0,1,6,0,0,1,0,1,15.0,13.07,4.0,27.6,31.3,-0.03,kt,2019,2800.0
정재원,-0.21,4,0,0,0,0,0,0,0,2.2,5,5,16,6,0,0,1,0,0,1,1,0,0,16.88,8.65,2.25,25.2,50.8,-0.18,SSG,2019,
송후섭,-0.21,1,0,0,0,0,0,0,0,0.1,6,6,7,4,1,0,0,1,0,1,0,0,0,162.0,21.34,15.0,2.5,19.2,0.0,KIA,2022,3000.0
손동현,-0.21,34,0,0,3,2,3,0,5,47.1,29,25,220,51,7,0,2,31,3,0,29,1,0,4.75,4.5,1.73,87.1,92.0,-0.95,,2019,
류희운,-0.21,15,0,0,0,0,1,0,0,11.2,11,11,56,15,1,0,2,7,0,2,10,0,2,8.49,6.17,1.89,48.1,66.0,-0.55,한화,2022,3300.0
김기탁,-0.21,19,0,0,0,0,0,0,4,12.1,10,8,58,14,4,1,0,7,0,1,12,0,0,5.84,3.33,1.7,75.0,133.8,-0.31,한화,2021,3500.0
