순,이름,팀,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
659,한나한,15LDH,0.76,32,126,107,17,35,9,0,4,56,22,0,0,12,3,0,31,4,1,3,.327,.400,.523,.923,.403,143.3,0.76,0.84
660,김민식,22KSC,0.76,104,266,222,30,49,9,1,2,66,28,0,0,32,2,1,45,4,7,3,.221,.321,.297,.618,.288,73.4,0.76,-0.99
661,신종길,16KRF,0.76,75,240,213,34,66,8,3,1,83,12,7,4,20,6,0,49,1,1,0,.310,.385,.390,.775,.364,102.0,0.76,0.25
662,손주인,17L2B,0.76,115,334,294,48,82,13,0,5,110,33,4,0,20,5,0,41,10,9,6,.279,.329,.374,.703,.310,77.3,0.76,-0.87
663,김재유,21롯CF,0.76,87,192,174,27,50,8,0,1,61,18,7,0,10,4,0,36,1,4,0,.287,.340,.351,.691,.325,87.4,0.76,0.46
664,정근우,19한CF,0.75,88,305,277,37,77,10,1,3,98,30,8,5,20,4,1,43,11,3,1,.278,.334,.354,.688,.320,94.3,0.75,-0.50
665,최주환,19두2B,0.75,87,325,285,27,79,13,0,4,104,47,0,0,28,1,0,35,10,0,11,.277,.332,.365,.697,.323,95.2,0.75,-0.87
666,맥스웰,16롯CF,0.75,23,99,80,14,23,3,1,4,40,16,2,2,15,3,0,25,0,0,1,.288,.414,.500,.914,.411,134.0,0.75,0.71
667,김웅빈,20키1B,0.75,73,235,207,25,57,13,0,8,94,31,1,0,17,3,1,65,6,5,3,.275,.335,.454,.789,.344,104.1,0.75,0.14
668,강로한,19롯2B,0.74,104,306,288,38,69,15,6,4,108,25,7,1,13,3,0,107,3,1,1,.240,.279,.375,.654,.298,77.1,0.74,-0.08
669,윤석민,18K1B,0.74,132,509,460,58,127,22,0,19,206,60,4,1,40,4,2,69,17,2,3,.276,.337,.448,.785,.340,92.2,0.74,0.31
670,임훈,15SLCF,0.74,88,296,252,44,70,12,1,1,87,24,3,2,26,9,0,44,5,7,2,.278,.363,.345,.709,.328,87.6,0.74,0.29
671,김문호,15롯LF,0.74,93,325,288,35,88,13,0,4,113,31,8,5,25,4,0,45,11,6,2,.306,.367,.392,.759,.345,98.5,0.74,-0.85
672,김문호,17롯LF,0.73,131,448,390,49,114,17,1,2,139,35,9,4,37,13,4,73,5,7,1,.292,.372,.356,.728,.333,89.6,0.73,0.35
673,심우준,17k3B,0.73,103,303,286,38,82,15,2,4,113,26,18,5,8,4,0,58,4,4,1,.287,.314,.395,.710,.314,74.8,0.73,-0.41
674,김인환,22한1B,0.73,113,429,398,48,104,14,0,16,166,54,2,0,24,3,2,111,4,0,4,.261,.305,.417,.722,.327,100.3,0.73,-1.43
675,김주원,21NSS,0.73,69,189,166,20,40,7,1,5,64,16,6,2,17,2,0,57,5,2,2,.241,.316,.386,.701,.324,87.8,0.73,-0.58
676,정훈,16롯2B,0.73,121,439,370,48,97,18,2,2,125,46,7,7,43,16,0,75,12,8,2,.262,.362,.338,.700,.331,82.5,0.73,1.07
677,류지혁,16두SS,0.73,90,134,118,34,34,5,0,3,48,9,3,2,10,3,0,28,0,2,1,.288,.356,.407,.763,.346,94.0,0.73,0.02
678,이상호,17N2B,0.72,95,241,227,33,76,8,0,0,84,15,12,2,7,2,0,15,7,5,0,.335,.360,.370,.730,.331,90.2,0.72,-0.47
679,김도영,22K3B,0.72,103,254,224,37,53,11,4,3,81,19,13,3,22,3,0,62,3,4,1,.237,.312,.362,.674,.309,88.1,0.72,-0.53
680,이창진,20KCF,0.72,22,99,88,19,29,8,1,0,39,7,0,1,10,1,0,17,2,0,0,.330,.404,.443,.847,.392,130.7,0.72,0.16
681,김주찬,19K1B,0.71,100,363,337,35,101,16,0,3,126,32,3,1,17,5,3,44,6,1,3,.300,.340,.374,.714,.330,97.0,0.71,-0.46
682,전병우,20키3B,0.71,119,402,359,46,85,13,3,8,128,48,7,0,37,2,0,100,7,2,2,.237,.310,.357,.667,.307,77.8,0.71,0.20
683,배영섭,16삼RF,0.71,93,381,323,53,86,17,0,4,115,22,5,8,51,5,0,42,10,1,1,.266,.374,.356,.730,.348,92.5,0.71,-0.59
684,최준석,16롯DH,0.70,116,396,325,49,85,10,0,19,152,70,0,0,64,3,2,102,14,0,4,.262,.384,.468,.852,.381,113.9,0.70,1.26
685,전민수,16kRF,0.70,74,240,213,31,65,14,1,3,90,29,5,2,19,4,0,46,4,4,0,.305,.373,.423,.795,.361,100.2,0.70,0.80
686,정성훈,18K1B,0.70,88,205,183,22,54,11,0,4,77,28,0,1,16,5,1,49,5,0,1,.295,.366,.421,.787,.351,102.7,0.70,-0.32
687,백용환,15KC,0.70,65,177,154,22,36,6,0,10,72,30,3,1,19,1,0,47,5,0,3,.234,.316,.468,.784,.340,92.3,0.70,1.00
688,페레즈,21한1B,0.69,59,252,225,26,60,15,1,5,92,33,4,5,17,4,0,52,4,0,6,.267,.321,.409,.730,.337,98.6,0.69,-0.50
689,고영민,15두1B,0.68,41,77,67,13,22,1,0,3,32,11,4,2,6,3,0,22,4,0,1,.328,.403,.478,.880,.397,138.8,0.68,-0.60
690,류지혁,18두SS,0.67,128,280,228,52,61,7,0,1,71,29,7,2,29,10,0,43,3,11,2,.268,.372,.311,.683,.314,77.7,0.67,1.15
691,정진호,17두RF,0.67,97,224,198,43,56,11,2,5,86,31,1,1,19,1,1,32,2,4,2,.283,.346,.434,.780,.339,98.2,0.67,0.67
692,오정복,16kLF,0.67,96,344,306,45,93,11,2,5,123,36,1,0,28,0,1,32,5,6,4,.304,.358,.402,.760,.343,88.3,0.67,0.23
693,김태군,17NC,0.66,132,420,362,33,96,19,0,3,124,34,0,1,16,22,0,43,11,18,2,.265,.333,.343,.676,.301,69.6,0.66,-1.47
694,서건창,18넥DH,0.66,37,160,141,28,48,12,0,0,60,15,2,0,12,3,0,19,1,2,2,.340,.399,.426,.824,.369,112.0,0.66,1.21
695,황진수,17롯3B,0.65,60,133,117,18,34,6,2,1,47,16,4,0,10,3,0,38,2,2,1,.291,.359,.402,.761,.341,94.5,0.65,-0.50
696,김성욱,19NCF,0.65,116,333,287,38,66,16,1,9,111,36,6,4,29,3,1,69,4,9,5,.230,.303,.387,.689,.306,80.5,0.65,-0.28
697,김민식,16SC,0.64,88,170,144,17,37,9,0,2,52,14,1,1,21,2,0,38,2,3,0,.257,.359,.361,.720,.335,85.2,0.64,-0.05
698,스몰린스키,19NRF,0.64,55,228,205,32,47,14,1,9,90,42,3,1,16,5,0,31,7,0,2,.229,.298,.439,.737,.332,98.5,0.64,0.78
699,추재현,21롯CF,0.64,95,300,262,37,66,15,0,5,96,26,4,3,26,7,0,57,3,5,0,.252,.336,.366,.702,.329,90.1,0.64,-0.53
700,김태진,21K3B,0.64,99,414,381,43,105,12,5,1,130,36,8,5,23,0,1,64,7,6,4,.276,.314,.341,.655,.305,76.0,0.64,-0.62
701,이호준,17NDH,0.63,77,187,164,13,49,10,0,7,80,36,1,0,18,1,2,41,2,1,3,.299,.366,.488,.853,.367,113.3,0.63,0.99
702,류지혁,20두K3B,0.63,25,51,42,13,16,3,0,1,22,5,1,1,1,5,0,6,3,1,2,.381,.440,.524,.964,.425,155.7,0.63,0.19
703,김민하,15롯CF,0.63,54,141,116,18,28,6,0,1,37,8,4,2,18,4,0,40,4,3,0,.241,.362,.319,.681,.322,84.2,0.63,0.09
704,유한준,20KDH,0.63,119,428,386,48,108,17,0,11,158,64,0,0,40,0,2,51,9,1,1,.280,.347,.409,.756,.345,99.2,0.63,0.83
705,최정민,16S2B,0.63,88,177,155,29,51,4,1,0,57,11,8,4,8,7,0,48,1,6,1,.329,.386,.368,.754,.347,94.3,0.63,0.16
706,김형준,20NC,0.63,44,82,72,12,22,1,0,3,32,11,0,0,10,0,0,21,1,0,0,.306,.390,.444,.835,.384,124.9,0.63,-0.17
707,김태군,21NC,0.63,102,276,232,23,51,7,0,7,79,24,0,1,21,11,0,30,4,9,3,.220,.311,.341,.651,.301,72.8,0.63,-0.39
708,김민식,21KC,0.62,100,301,250,30,55,8,0,3,72,26,0,0,41,4,1,49,2,3,3,.220,.336,.288,.624,.305,75.7,0.62,-0.34
709,김재율,17L1B,0.62,75,198,181,21,55,9,0,6,82,28,0,1,10,2,0,35,8,4,1,.304,.345,.453,.798,.347,103.8,0.62,-0.10
710,최항,20S2B,0.62,47,155,132,21,35,3,0,2,44,15,1,0,21,1,1,27,3,0,1,.265,.368,.333,.701,.334,92.9,0.62,-0.09
711,지시완,18한C,0.61,99,224,207,22,57,7,0,7,85,29,1,0,12,2,0,55,6,2,1,.275,.320,.411,.730,.319,78.7,0.61,2.43
712,장진혁,19한CF,0.61,113,349,315,42,80,16,5,1,109,24,13,5,26,5,0,74,4,2,1,.254,.320,.346,.666,.312,88.2,0.61,-0.72
713,이흥련,21SC,0.60,90,146,127,15,30,3,0,3,42,14,0,0,12,5,0,31,4,2,0,.236,.326,.331,.657,.314,80.7,0.60,-0.02
714,양성우,17한RF,0.60,118,417,358,42,99,26,1,2,133,40,4,4,38,12,0,51,8,7,2,.277,.363,.372,.735,.335,91.4,0.60,-0.16
715,박재상,15SLF,0.60,108,292,250,34,62,12,2,7,99,37,4,5,32,3,0,53,4,6,1,.248,.339,.396,.735,.329,89.2,0.60,0.37
716,신본기,19롯SS,0.60,121,413,375,43,96,9,0,1,108,26,3,3,24,8,1,62,9,5,1,.256,.314,.288,.602,.286,68.5,0.60,-1.68
717,정현석,15한RF,0.60,43,133,116,20,36,6,0,1,45,12,0,0,13,2,1,24,3,2,0,.310,.389,.388,.777,.356,100.7,0.60,-0.12
718,오선진,19한SS,0.59,122,453,392,37,88,16,0,3,113,36,7,2,38,10,0,72,8,10,3,.224,.307,.288,.595,.281,66.7,0.59,-1.28
719,한승택,21KC,0.59,82,239,203,17,44,7,0,3,60,16,0,0,28,3,0,61,6,5,0,.217,.321,.296,.616,.297,70.2,0.59,-1.16
720,박한이,18삼DH,0.59,114,392,342,47,97,16,0,10,143,43,5,3,43,0,2,91,9,6,1,.284,.363,.418,.781,.342,95.6,0.59,0.35
721,가르시아,22L2B,0.59,39,156,136,21,28,6,1,4,48,19,4,1,19,1,0,40,4,0,0,.206,.308,.353,.661,.310,93.1,0.59,-0.91
722,김태완,17넥DH,0.59,46,100,90,14,28,5,0,4,45,7,0,0,9,1,0,24,2,0,0,.311,.380,.500,.880,.388,128.4,0.59,-0.26
723,박정권,17S1B,0.59,118,345,305,37,78,14,1,16,142,51,1,1,30,5,0,78,4,0,5,.256,.328,.466,.793,.344,96.3,0.59,0.28
724,임병욱,16넥CF,0.59,104,265,233,43,58,11,1,8,95,24,17,6,25,1,0,82,2,6,0,.249,.324,.408,.732,.325,75.5,0.59,-0.37
725,나지완,15KLF,0.59,116,368,304,34,77,16,0,7,114,31,3,1,46,16,3,79,10,0,2,.253,.378,.375,.753,.351,99.2,0.59,-0.71
726,서동욱,17K1B,0.58,125,366,319,49,90,21,1,7,134,48,1,1,33,3,0,86,5,8,3,.282,.352,.420,.772,.339,93.9,0.58,1.08
727,오태곤,17롯k1B,0.58,135,410,374,53,106,29,1,9,164,42,15,9,16,6,0,93,7,8,6,.283,.318,.439,.757,.326,82.9,0.58,0.32
728,라모스,21L1B,0.58,51,205,185,14,45,7,1,8,78,25,0,0,18,2,0,43,2,0,0,.243,.317,.422,.739,.341,107.1,0.58,-0.15
729,김성욱,17NCF,0.58,124,347,308,60,76,18,4,6,120,31,10,4,24,9,1,59,4,1,5,.247,.315,.390,.705,.313,79.0,0.58,-1.13
730,이천웅,20LCF,0.58,89,359,312,44,80,11,2,3,104,36,8,5,35,4,0,44,7,2,6,.256,.333,.333,.667,.313,81.7,0.58,-0.87
731,이성열,15넥한LF,0.58,101,268,232,35,58,10,2,9,99,36,1,1,20,9,1,87,5,5,2,.250,.331,.427,.758,.332,84.2,0.58,1.12
732,나주환,16S1B,0.57,24,65,57,13,22,2,0,5,39,12,0,4,2,3,0,6,4,3,0,.386,.436,.684,1.120,.462,164.4,0.57,0.28
733,임병욱,19키CF,0.57,117,419,379,39,92,17,5,0,119,41,10,2,23,11,0,110,6,6,0,.243,.305,.314,.619,.290,69.1,0.57,0.33
734,유재신,18KLF,0.57,46,40,33,19,14,3,1,1,22,8,4,0,7,0,0,10,0,0,0,.424,.525,.667,1.192,.512,208.2,0.57,0.38
735,김상호,16롯1B,0.57,114,415,366,39,106,20,0,7,147,56,3,1,38,4,2,84,10,2,5,.290,.358,.402,.760,.347,92.6,0.57,-0.92
736,알몬테,21KLF,0.57,60,249,224,18,61,9,0,7,91,36,1,0,22,1,0,49,9,0,2,.272,.337,.406,.744,.347,102.5,0.57,-0.46
737,장승현,21두C,0.57,92,211,177,18,41,10,0,2,57,27,0,0,19,8,0,50,2,6,1,.232,.332,.322,.654,.310,82.3,0.57,-0.40
738,노수광,19SLF,0.57,117,445,388,69,97,16,1,2,121,28,27,10,46,2,0,68,1,9,0,.250,.333,.312,.644,.304,80.9,0.57,0.92
739,정훈,17롯2B,0.56,68,136,109,16,27,8,2,1,42,6,3,1,18,5,0,28,4,3,1,.248,.376,.385,.761,.344,96.8,0.56,-0.69
740,김동엽,16SDH,0.56,57,150,143,19,48,8,0,6,74,23,2,1,5,1,0,41,3,0,1,.336,.360,.517,.878,.388,118.6,0.56,0.24
741,김상수,22삼SS,0.56,72,260,235,30,59,11,0,2,76,29,2,1,18,1,0,44,6,4,2,.251,.305,.323,.628,.291,75.2,0.56,-0.79
742,최원준,17K3B,0.56,72,174,156,27,48,15,0,3,72,27,3,2,10,2,0,20,2,3,3,.308,.351,.462,.812,.352,102.8,0.56,0.33
743,강한울,20삼SS,0.56,34,122,105,13,32,3,0,1,38,10,1,0,11,0,0,24,3,5,1,.305,.368,.362,.729,.330,91.1,0.56,0.45
744,강태율,20롯C,0.55,14,18,11,2,5,0,0,2,11,2,0,0,7,0,0,2,1,0,0,.455,.667,1.000,1.667,.661,305.7,0.55,0.03
745,국해성,16두RF,0.55,58,174,151,28,42,11,0,4,65,24,1,1,21,1,0,36,1,0,1,.278,.368,.430,.798,.365,107.0,0.55,0.40
746,유민상,16k1B,0.55,95,254,213,30,60,12,1,4,86,37,1,1,25,9,0,39,8,3,4,.282,.375,.404,.778,.357,97.6,0.55,0.44
747,김헌곤,17삼LF,0.54,123,404,356,51,94,13,2,9,138,47,11,2,29,8,0,45,11,8,3,.264,.331,.388,.718,.318,80.4,0.54,-0.51
748,이흥련,16삼C,0.54,85,174,150,20,39,11,0,6,68,25,0,0,8,5,0,41,4,9,2,.260,.315,.453,.769,.322,75.0,0.54,-0.59
749,최용제,21두C,0.54,79,119,104,7,29,3,0,0,32,15,0,0,11,2,0,21,0,1,1,.279,.356,.308,.664,.324,89.2,0.54,0.50
750,조용호,19KRF,0.53,87,211,188,15,55,6,3,0,67,19,3,4,21,0,0,28,0,2,0,.293,.364,.356,.720,.339,103.2,0.53,0.17
751,김태군,20NC,0.53,80,131,113,16,33,6,0,1,42,18,0,0,6,4,0,14,3,7,1,.292,.347,.372,.719,.318,82.6,0.53,0.29
752,박승욱,18SSS,0.53,51,79,65,11,20,3,0,0,23,9,4,1,10,2,0,16,1,2,0,.308,.416,.354,.769,.356,105.0,0.53,0.05
753,허정협,17넥RF,0.53,83,266,228,35,54,9,0,9,90,39,1,2,24,12,1,73,2,1,1,.237,.340,.395,.734,.331,89.8,0.53,0.00
754,박준영,22N3B,0.53,75,240,208,27,45,8,1,4,67,19,7,2,27,1,0,54,6,3,1,.216,.308,.322,.630,.295,78.9,0.53,-1.16
755,김태진,19NLF,0.53,123,399,374,44,103,14,5,5,142,46,12,4,16,1,0,67,3,5,3,.275,.305,.380,.684,.311,83.6,0.53,-1.28
756,장영석,19키3B,0.53,119,413,372,41,92,15,0,7,128,62,0,0,27,9,0,77,14,0,5,.247,.310,.344,.654,.307,83.4,0.53,0.11
757,오선진,22삼3B,0.53,100,306,268,30,74,8,0,3,91,24,2,2,18,3,0,51,5,16,1,.276,.328,.340,.667,.299,79.9,0.53,-0.72
758,최주환,22S2B,0.52,97,333,298,36,63,14,2,9,108,41,0,0,29,4,2,55,5,0,2,.211,.288,.362,.651,.298,79.1,0.52,-0.42
759,오재원,17두2B,0.52,127,390,334,43,79,16,1,7,118,40,7,7,47,2,1,85,5,4,3,.237,.332,.353,.685,.311,79.1,0.52,0.56
760,백용환,20KC,0.52,51,106,91,12,20,4,0,5,39,10,0,0,14,0,0,29,2,1,0,.220,.324,.429,.752,.336,93.9,0.52,-0.10
761,한승택,20KC,0.52,83,262,226,22,51,6,0,9,84,29,0,0,21,6,0,58,7,9,0,.226,.308,.372,.680,.303,72.1,0.52,-0.17
762,나주환,20K3B,0.52,64,222,204,21,57,5,0,6,80,26,0,0,12,1,0,44,6,4,1,.279,.321,.392,.713,.320,83.4,0.52,-0.47
763,베탄코트,19NRF,0.51,53,224,203,23,50,8,0,8,82,29,1,1,18,1,0,51,1,0,2,.246,.308,.404,.712,.326,93.5,0.51,-1.58
764,류지혁,19두SS,0.51,118,316,276,36,69,6,2,0,79,34,18,5,24,7,0,40,6,6,3,.250,.323,.286,.609,.289,69.9,0.51,0.14
765,최영진,20삼3B,0.51,58,118,101,15,30,3,0,1,36,11,2,3,13,2,0,16,3,1,1,.297,.385,.356,.741,.351,104.3,0.51,-0.70
766,김성현,19SSS,0.50,144,472,426,45,105,16,2,1,128,34,6,2,33,2,0,43,15,8,3,.246,.302,.300,.602,.282,66.1,0.50,-1.99
767,김대한,22두RF,0.50,51,110,96,13,23,6,1,4,43,11,2,1,5,6,0,27,0,2,1,.240,.315,.448,.763,.339,115.5,0.50,-0.09
768,김성현,20SSS,0.50,133,392,343,34,93,9,1,2,110,25,1,1,30,5,0,27,10,11,3,.271,.336,.321,.657,.304,74.0,0.50,-1.33
769,박재상,16SLF,0.49,94,288,255,37,76,14,1,6,110,35,3,6,27,0,0,37,9,4,2,.298,.363,.431,.794,.357,98.9,0.49,0.31
770,안중열,18롯C,0.49,60,176,154,19,38,11,0,4,61,18,0,0,12,3,0,56,4,7,0,.247,.314,.396,.710,.302,68.4,0.49,-0.41
771,권희동,22NCF,0.49,82,280,238,30,53,5,1,5,75,22,2,1,31,8,1,44,3,2,1,.223,.331,.315,.646,.307,87.4,0.49,0.39
772,오정복,15kLF,0.49,66,278,239,34,62,11,1,5,90,29,3,3,33,3,0,26,3,2,1,.259,.355,.377,.732,.337,90.4,0.49,1.90
773,유민상,20K1B,0.48,126,455,390,38,96,23,0,8,143,65,0,0,53,6,1,80,13,2,4,.246,.342,.367,.709,.329,89.3,0.48,0.98
774,박진만,15S3B,0.48,78,162,133,12,33,5,0,2,44,14,0,2,23,4,1,21,3,2,0,.248,.375,.331,.706,.333,92.5,0.48,0.12
775,문규현,18롯SS,0.48,122,349,316,42,87,19,1,6,126,41,3,1,18,0,0,45,9,9,6,.275,.309,.399,.708,.302,68.4,0.48,-1.41
776,이진영,18KDH,0.48,110,312,283,40,90,17,1,3,118,39,2,1,25,0,1,35,3,1,3,.318,.370,.417,.787,.351,98.4,0.48,1.46
777,김재환,15두1B,0.48,48,180,153,24,36,8,0,7,65,22,4,1,22,2,1,39,6,1,2,.235,.335,.425,.760,.336,100.9,0.48,0.59
778,지시완,22롯C,0.48,75,199,174,16,37,7,0,3,53,17,0,0,20,2,1,55,7,2,1,.213,.300,.305,.604,.283,68.3,0.48,-0.31
779,황대인,20K1B,0.48,63,138,116,14,32,4,0,4,48,16,0,0,21,0,0,29,5,0,1,.276,.384,.414,.798,.370,115.8,0.48,0.51
780,이유찬,20두3B,0.48,101,108,89,30,23,2,1,0,27,6,13,4,14,2,0,25,2,2,1,.258,.368,.303,.671,.322,86.2,0.48,-0.12
781,김성현,17S2B,0.48,130,429,380,45,103,14,0,4,129,29,2,1,34,4,1,28,8,7,3,.271,.335,.339,.674,.306,72.6,0.48,-1.13
782,정진호,18두RF,0.47,111,299,269,53,81,12,1,2,101,37,8,1,19,1,0,44,8,9,1,.301,.348,.375,.724,.319,81.3,0.47,-0.84
783,김태균,18한DH,0.47,73,271,254,25,80,11,0,10,121,34,0,1,13,4,1,56,7,0,0,.315,.358,.476,.834,.364,108.2,0.47,1.53
784,서상우,16LDH,0.47,56,137,111,18,28,5,0,4,45,12,1,0,25,1,1,37,1,0,0,.252,.394,.405,.800,.372,112.9,0.47,0.41
785,김원석,17한RF,0.47,78,212,195,29,54,12,2,7,91,26,0,0,10,5,0,59,3,2,0,.277,.329,.467,.795,.345,97.2,0.47,1.11
786,이원재,18NLF,0.47,77,150,138,12,42,10,0,5,67,19,0,2,10,0,0,33,3,0,2,.304,.347,.486,.832,.359,107.4,0.47,-0.17
787,윌리엄슨,19삼RF,0.46,40,168,154,19,42,7,1,4,63,15,0,1,13,0,0,50,2,0,1,.273,.327,.409,.737,.339,101.9,0.46,-0.42
788,윤요섭,16kC,0.46,66,149,126,14,30,6,0,6,54,16,1,1,20,3,1,24,7,0,0,.238,.356,.429,.784,.355,96.0,0.46,0.17
789,윤정우,16KRF,0.46,46,82,67,20,20,5,0,2,31,13,6,1,5,7,0,15,2,2,1,.299,.400,.463,.863,.385,115.4,0.46,0.05
790,이해창,20한C,0.46,70,135,119,11,32,5,0,3,46,17,0,2,9,4,0,23,6,1,2,.269,.336,.387,.722,.330,92.7,0.46,-0.29
791,송민섭,21KRF,0.46,122,64,47,39,11,0,0,0,11,7,15,1,12,0,0,21,0,5,0,.234,.390,.234,.624,.303,73.1,0.46,0.35
792,김선민,15kSS,0.45,23,38,35,2,15,2,0,0,17,3,1,0,2,0,0,6,0,0,1,.429,.447,.486,.933,.425,147.3,0.45,0.17
793,전병우,21키3B,0.44,114,260,213,35,40,8,0,6,66,31,3,1,33,9,0,82,0,4,1,.188,.320,.310,.630,.304,78.4,0.44,-0.20
794,이우성,22KLF,0.44,80,137,120,23,35,7,0,1,45,12,1,3,12,1,0,20,5,4,0,.292,.361,.375,.736,.337,106.9,0.44,-1.03
795,김상수,18삼SS,0.44,122,499,453,63,119,13,1,10,164,50,12,9,27,8,0,91,11,8,3,.263,.314,.362,.676,.299,67.1,0.44,-1.49
796,최경철,17삼C,0.43,25,39,32,5,10,2,0,2,18,7,0,0,3,3,0,10,0,0,1,.313,.410,.563,.973,.419,146.5,0.43,0.27
797,박준영,21N3B,0.43,111,315,273,37,57,7,2,8,92,31,4,3,27,10,0,92,9,3,2,.209,.301,.337,.638,.302,73.0,0.43,-2.04
798,정주현,21L2B,0.43,73,214,181,26,43,7,1,3,61,10,3,3,24,0,0,32,4,9,0,.238,.327,.337,.664,.306,79.7,0.43,-0.70
799,황윤호,19K2B,0.43,57,130,123,9,37,5,2,1,49,9,2,2,5,0,0,12,2,1,1,.301,.326,.398,.724,.331,97.3,0.43,-0.25
800,양찬열,22두RF,0.43,41,94,82,15,20,4,0,3,33,12,0,0,11,0,0,23,2,1,0,.244,.333,.402,.736,.337,113.1,0.43,0.38
801,최재원,15NCF,0.43,114,102,85,31,21,8,0,2,35,13,14,5,10,6,0,29,1,1,0,.247,.366,.412,.778,.355,104.1,0.43,-0.34
802,러셀,20키2B,0.42,65,271,244,22,62,14,0,2,82,31,2,0,22,2,1,37,6,0,3,.254,.317,.336,.653,.305,75.0,0.42,-1.03
803,권동진,21KSS,0.42,86,85,66,21,17,5,0,1,25,6,3,3,18,0,0,30,0,1,0,.258,.417,.379,.796,.382,124.9,0.42,-0.03
804,이택근,17넥RF,0.42,100,269,241,27,67,15,1,3,93,29,0,0,25,1,1,58,9,1,1,.278,.347,.386,.733,.332,87.7,0.42,-0.45
805,김민수,21삼C,0.42,47,87,76,9,20,5,0,3,34,13,0,0,6,1,0,13,2,2,2,.263,.318,.447,.765,.339,96.7,0.42,0.16
806,김찬형,21NS2B,0.41,88,161,132,20,30,7,0,2,43,7,0,0,16,4,0,32,1,9,0,.227,.329,.326,.655,.301,72.6,0.41,0.02
807,류지혁,17두SS,0.41,125,330,297,60,77,13,4,3,107,26,7,5,21,4,0,55,2,8,0,.259,.317,.360,.677,.301,70.7,0.41,0.01
808,김상수,16삼SS,0.40,105,401,358,56,97,13,0,3,119,38,6,4,23,8,0,39,9,8,4,.271,.326,.332,.658,.304,64.5,0.40,-1.19
809,강경학,20한2B,0.40,94,238,193,25,44,7,1,4,65,19,1,2,35,3,0,64,2,5,2,.228,.352,.337,.689,.322,86.8,0.40,0.57
810,조용호,17SCF,0.40,68,225,191,34,52,7,1,0,61,10,11,2,25,3,0,39,4,6,0,.272,.365,.319,.685,.318,81.7,0.40,-0.72
811,고종욱,22KDH,0.40,62,114,106,13,30,7,1,2,45,14,1,0,7,0,0,21,2,1,0,.283,.327,.425,.752,.341,110.4,0.40,0.63
812,최지훈,20SRF,0.39,127,520,466,66,120,19,5,1,152,27,18,6,38,5,0,80,4,8,3,.258,.318,.326,.645,.299,71.5,0.39,-2.51
813,이현석,21SC,0.39,39,89,79,7,21,5,0,4,38,19,0,0,4,1,0,29,0,3,2,.266,.302,.481,.783,.338,95.1,0.39,-0.14
814,김준태,16롯C,0.39,68,144,120,12,33,3,1,2,44,16,0,0,22,0,1,42,0,1,1,.275,.385,.367,.751,.352,97.4,0.39,0.41
815,박동원,18넥C,0.39,39,128,117,19,29,3,0,6,50,17,0,0,9,0,1,25,3,2,0,.248,.302,.427,.729,.308,75.6,0.39,-0.29
816,조용호,21KLF,0.39,138,515,428,71,101,14,1,0,117,48,12,9,74,3,0,85,8,5,5,.236,.349,.273,.622,.310,77.7,0.39,0.21
817,박용택,20LLF,0.39,97,236,217,22,65,15,0,2,86,35,2,0,15,0,1,34,7,0,4,.300,.339,.396,.735,.335,97.2,0.39,0.08
818,이홍구,15KC,0.39,112,246,222,25,48,10,1,12,96,39,1,0,12,7,1,64,3,5,0,.216,.278,.432,.710,.303,67.0,0.39,0.46
819,김호령,17KCF,0.38,98,105,90,31,24,6,1,1,35,11,3,2,9,2,0,23,0,3,1,.267,.343,.389,.732,.323,83.2,0.38,-0.46
820,손시헌,19NSS,0.38,68,149,135,17,36,4,1,2,48,10,1,2,5,5,0,23,2,4,0,.267,.317,.356,.673,.308,81.5,0.38,-0.79
821,박헌도,17롯LF,0.38,56,130,113,19,29,4,0,4,45,13,0,0,14,3,0,27,3,0,0,.257,.354,.398,.752,.343,95.3,0.38,0.12
822,김상수,21삼2B,0.38,132,496,429,46,101,17,1,3,129,42,4,2,52,3,0,51,14,8,4,.235,.320,.301,.620,.298,71.7,0.38,-1.26
823,허경민,17두3B,0.38,130,422,369,50,95,22,1,3,128,40,8,4,29,10,0,48,15,12,2,.257,.327,.347,.674,.302,71.8,0.38,-1.46
824,채은성,15LRF,0.38,90,198,173,25,43,11,2,4,70,20,3,3,14,5,1,39,4,3,3,.249,.318,.405,.723,.317,83.5,0.38,-0.55
825,최재훈,17두한C,0.38,104,309,269,22,69,10,0,1,82,16,0,2,26,8,0,36,10,6,0,.257,.340,.305,.645,.302,69.2,0.38,-0.67
826,신성현,16한3B,0.38,89,184,158,30,44,8,0,8,76,24,0,4,15,5,0,54,3,6,0,.278,.360,.481,.841,.363,100.6,0.38,0.48
827,김기환,22NCF,0.37,73,131,113,26,25,5,1,0,32,6,14,2,13,2,0,38,0,2,1,.221,.310,.283,.593,.282,71.0,0.37,-1.17
828,김준태,21롯KC,0.37,58,149,128,17,25,5,0,4,42,15,0,0,18,1,0,40,3,0,2,.195,.295,.328,.623,.297,69.2,0.37,-0.75
829,안익훈,15LCF,0.37,50,74,62,9,21,2,1,0,25,3,1,1,9,0,0,10,1,3,0,.339,.423,.403,.826,.372,114.7,0.37,-0.31
